date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
2024-01-28,43,Sunlit Highways,Kira Lindqvist,74.0,259501,Album,7,True,https://cdn.example.com/covers/125.jpg
2024-01-28,44,Velvet Weather,Dust & Ember,80.0,271354,Album,9,False,https://cdn.example.com/covers/139.jpg
2024-01-28,45,Ivory Hours,Deja Monroe,75.0,236456,Album,12,False,https://cdn.example.com/covers/056.jpg
2024-01-28,46,Lonely Lines,Omar Diallo,71.0,164735,Single,1,False,https://cdn.example.com/covers/061.jpg
2024-01-28,47,Restless Ghosts,Milo & The Tides,74.0,132699,Single,1,True,https://cdn.example.com/covers/097.jpg
2024-01-28,48,Bitter Daylight,Lorna Sky,73.0,223885,Album,16,True,https://cdn.example.com/covers/008.jpg
2024-01-28,49,Faded Lines,Omar Diallo,69.0,213467,Album,10,True,https://cdn.example.com/covers/031.jpg
2024-01-28,50,Paper Highways,Ruben Castellanos feat. Priya Anand,71.0,160395,Single,1,False,https://cdn.example.com/covers/084.jpg
2024-01-29,1,Hollow Promises,Velvet Static,100.0,137625,Single,1,True,https://cdn.example.com/covers/050.jpg
2024-01-29,2,Electric Weather,Dust & Ember feat. Milo & The Tides,100.0,135617,Album,11,False,https://cdn.example.com/covers/025.jpg
2024-01-29,3,Wildflower Names,The Lantern Club feat. Nova Reyes,100.0,178107,Album,11,True,https://cdn.example.com/covers/144.jpg
2024-01-29,4,Faded Promises,The Paper Kites Co.,100.0,216898,Album,11,False,https://cdn.example.com/covers/032.jpg
2024-01-29,5,Faded Crowns,Jaxon Frey,100.0,146551,Album,17,True,https://cdn.example.com/covers/029.jpg
2024-01-29,6,Ivory Letters,Saint Avery,100.0,230277,Single,1,False,https://cdn.example.com/covers/057.jpg
2024-01-29,7,Golden Engines,Saint Avery,99.0,237976,Album,18,True,https://cdn.example.com/covers/042.jpg
2024-01-29,8,Ashen Rooms,Saint Avery feat. The Paper Kites Co.,100.0,221034,Album,20,True,https://cdn.example.com/covers/006.jpg
2024-01-29,9,Velvet Hours,Lorna Sky feat. Ruben Castellanos,95.0,221443,Album,11,True,https://cdn.example.com/covers/134.jpg
2024-01-29,10,Wildflower Signals,Dust & Ember,100.0,277579,Single,1,True,https://cdn.example.com/covers/146.jpg
2024-01-29,11,Velvet Machines,Trey Nakamura,100.0,270666,Album,16,False,https://cdn.example.com/covers/135.jpg
2024-01-29,12,Faded Rivers,Saint Avery,94.0,216418,Album,15,False,https://cdn.example.com/covers/033.jpg
2024-01-29,13,Neon Summers,Dust & Ember feat. Saint Avery,96.0,172623,Single,1,True,https://cdn.example.com/covers/079.jpg
2024-01-29,14,Paper Cities,Velvet Static,97.0,195370,Album,16,False,https://cdn.example.com/covers/081.jpg
2024-01-29,15,Hollow Vices,Bea Whitlock,95.0,173530,Album,17,False,https://cdn.example.com/covers/053.jpg
2024-01-29,16,Midnight Summers,The Lantern Club feat. Bea Whitlock,93.0,206872,Album,16,False,https://cdn.example.com/covers/073.jpg
2024-01-29,17,Bitter Machines,Dust & Ember,93.0,218931,Single,1,False,https://cdn.example.com/covers/011.jpg
2024-01-29,18,Bitter Engines,Ruben Castellanos,93.0,183774,Album,18,False,https://cdn.example.com/covers/009.jpg
2024-01-29,19,Ivory Summers,Saint Avery,97.0,277100,Album,17,True,https://cdn.example.com/covers/058.jpg
2024-01-29,20,Electric Wires,Trey Nakamura feat. Deja Monroe,98.0,227637,Album,16,False,https://cdn.example.com/covers/026.jpg
2024-01-29,21,Faded Vices,Deja Monroe,91.0,106449,Album,15,False,https://cdn.example.com/covers/037.jpg
2024-01-29,22,Restless Signals,Milo & The Tides,87.0,220260,Album,10,False,https://cdn.example.com/covers/100.jpg
2024-01-29,23,Neon Wires,Deja Monroe feat. Milo & The Tides,93.0,189317,Album,20,False,https://cdn.example.com/covers/080.jpg
2024-01-29,24,Hollow Ghosts,Dust & Ember,84.0,181921,Album,10,True,https://cdn.example.com/covers/048.jpg
2024-01-29,25,Silver Letters,Kira Lindqvist,89.0,135608,Single,1,False,https://cdn.example.com/covers/105.jpg
2024-01-29,26,Lonely Bones,The Paper Kites Co.,87.0,237046,Single,1,False,https://cdn.example.com/covers/060.jpg
2024-01-29,27,Ashen Bones,Milo & The Tides feat. Omar Diallo,87.0,143025,Single,1,False,https://cdn.example.com/covers/000.jpg
2024-01-29,28,Midnight Crowns,Jaxon Frey,87.0,210662,Album,13,True,https://cdn.example.com/covers/067.jpg
2024-01-29,29,Sugar Crowns,Lorna Sky,90.0,133986,Album,7,False,https://cdn.example.com/covers/118.jpg
2024-01-29,30,Quiet Promises,Deja Monroe,91.0,172131,Album,16,False,https://cdn.example.com/covers/091.jpg
2024-01-29,31,Silver Bones,Saint Avery feat. Trey Nakamura,90.0,242348,Single,1,True,https://cdn.example.com/covers/102.jpg
2024-01-29,32,Bitter Signals,Jaxon Frey,84.0,168881,Single,1,False,https://cdn.example.com/covers/014.jpg
2024-01-29,33,Sunlit Highways,  KIRA LINDQVIST,81.0,259501,Album,7,True,https://cdn.example.com/covers/125.jpg
2024-01-29,34,Paper Rivers,Lorna Sky,79.0,245886,Album,12,False,https://cdn.example.com/covers/086.jpg
2024-01-29,35,Restless Vices,Omar Diallo,84.0,207503,Single,1,False,https://cdn.example.com/covers/101.jpg
2024-01-29,36,Static Bones,Milo & The Tides,80.0,128236,Album,19,False,https://cdn.example.com/covers/109.jpg
2024-01-29,37,Wildflower Vices,Dust & Ember feat. Deja Monroe,85.0,193125,Single,1,True,https://cdn.example.com/covers/148.jpg
2024-01-29,38,Ashen Engines,Nova Reyes feat. Omar Diallo,76.0,213798,Single,1,True,https://cdn.example.com/covers/001.jpg
2024-01-29,39,Sunlit Machines,Saint Avery feat. Deja Monroe,81.0,223896,Single,1,False,https://cdn.example.com/covers/127.jpg
2024-01-29,40,Restless Ghosts,Milo & The Tides,78.0,132699,Single,1,True,https://cdn.example.com/covers/097.jpg
2024-01-29,41,Hollow Names,Milo & The Tides,78.0,205579,Single,1,True,https://cdn.example.com/covers/049.jpg
2024-01-29,42,Bitter Daylight,Lorna Sky,85.0,223885,Album,16,True,https://cdn.example.com/covers/008.jpg
2024-01-29,43,Sugar Cities,Velvet Static,79.0,262484,Single,1,False,https://cdn.example.com/covers/117.jpg
2024-01-29,44,Static Wires,The Paper Kites Co. feat. Ruben Castellanos,76.0,171130,Single,1,False,https://cdn.example.com/covers/115.jpg
2024-01-29,45,Lonely Lines,Omar Diallo,78.0,164735,Single,1,False,https://cdn.example.com/covers/061.jpg
2024-01-29,46,Velvet Weather,  DUST & EMBER,70.0,271354,Album,9,False,https://cdn.example.com/covers/139.jpg
2024-01-29,47,Velvet Daylight,Bea Whitlock,74.0,214069,Album,6,True,https://cdn.example.com/covers/132.jpg
2024-01-29,48,Faded Summers,The Paper Kites Co.,69.0,238446,Single,1,False,https://cdn.example.com/covers/036.jpg
2024-01-29,49,Neon Rooms,Bea Whitlock,68.0,178843,Album,18,True,https://cdn.example.com/covers/078.jpg
2024-01-29,50,Lonely Machines,Lorna Sky,71.0,254785,Single,1,True,https://cdn.example.com/covers/062.jpg
2024-01-30,1,Hollow Promises,Velvet Static,100.0,137625,Single,1,True,https://cdn.example.com/covers/050.jpg
2024-01-30,2,Electric Weather,Dust & Ember feat. Milo & The Tides,100.0,135617,Album,11,False,https://cdn.example.com/covers/025.jpg
2024-01-30,3,Faded Crowns,Jaxon Frey,100.0,146551,Album,17,True,https://cdn.example.com/covers/029.jpg
2024-01-30,4,Ashen Rooms,Saint Avery feat. The Paper Kites Co.,100.0,221034,Album,20,True,https://cdn.example.com/covers/006.jpg
2024-01-30,5,Wildflower Names,The Lantern Club feat. Nova Reyes,100.0,178107,Album,11,True,https://cdn.example.com/covers/144.jpg
2024-01-30,6,Faded Promises,  THE PAPER KITES CO.,100.0,216898,Album,11,False,https://cdn.example.com/covers/032.jpg
2024-01-30,7,Golden Engines,Saint Avery,99.0,237976,Album,18,True,https://cdn.example.com/covers/042.jpg
2024-01-30,8,Velvet Hours,Lorna Sky feat. Ruben Castellanos,100.0,221443,Album,11,True,https://cdn.example.com/covers/134.jpg
2024-01-30,9,Ivory Letters,Saint Avery,100.0,230277,Single,1,False,https://cdn.example.com/covers/057.jpg
2024-01-30,10,Velvet Machines,Trey Nakamura,100.0,270666,Album,16,False,https://cdn.example.com/covers/135.jpg
2024-01-30,11,Hollow Vices,Bea Whitlock,100.0,173530,Album,17,False,https://cdn.example.com/covers/053.jpg
2024-01-30,12,Faded Rivers,Saint Avery,100.0,216418,Album,15,False,https://cdn.example.com/covers/033.jpg
2024-01-30,13,Neon Summers,Dust & Ember feat. Saint Avery,92.0,172623,Single,1,True,https://cdn.example.com/covers/079.jpg
2024-01-30,14,Faded Vices,Deja Monroe,93.0,106449,Album,15,False,https://cdn.example.com/covers/037.jpg
2024-01-30,15,Wildflower Signals,Dust & Ember,95.0,277579,Single,1,True,https://cdn.example.com/covers/146.jpg
2024-01-30,16,Ivory Summers,Saint Avery,96.0,277100,Album,17,True,https://cdn.example.com/covers/058.jpg
2024-01-30,17,Paper Cities,Velvet Static,99.0,195370,Album,16,False,https://cdn.example.com/covers/081.jpg
2024-01-30,18,Midnight Summers,The Lantern Club feat. Bea Whitlock,95.0,206872,Album,16,False,https://cdn.example.com/covers/073.jpg
2024-01-30,19,Bitter Machines,Dust & Ember,92.0,218931,Single,1,False,https://cdn.example.com/covers/011.jpg
2024-01-30,20,Bitter Engines,Ruben Castellanos,95.0,183774,Album,18,False,https://cdn.example.com/covers/009.jpg
2024-01-30,21,Electric Wires,Trey Nakamura feat. Deja Monroe,90.0,227637,Album,16,False,https://cdn.example.com/covers/026.jpg
2024-01-30,22,Hollow Ghosts,Dust & Ember,91.0,181921,Album,10,True,https://cdn.example.com/covers/048.jpg
2024-01-30,23,Lonely Bones,The Paper Kites Co.,89.0,237046,Single,1,False,https://cdn.example.com/covers/060.jpg
2024-01-30,24,Restless Signals,Milo & The Tides,92.0,220260,Album,10,False,https://cdn.example.com/covers/100.jpg
2024-01-30,25,Midnight Crowns,Jaxon Frey,88.0,210662,Album,13,True,https://cdn.example.com/covers/067.jpg
2024-01-30,26,Sugar Crowns,Lorna Sky,88.0,133986,Album,7,False,https://cdn.example.com/covers/118.jpg
2024-01-30,27,Silver Letters,Kira Lindqvist,89.0,135608,Single,1,False,https://cdn.example.com/covers/105.jpg
2024-01-30,28,Quiet Promises,Deja Monroe,83.0,172131,Album,16,False,https://cdn.example.com/covers/091.jpg
2024-01-30,29,Ashen Engines,Nova Reyes feat. Omar Diallo,85.0,213798,Single,1,True,https://cdn.example.com/covers/001.jpg
2024-01-30,30,Neon Wires,Deja Monroe feat. Milo & The Tides,88.0,189317,Album,20,False,https://cdn.example.com/covers/080.jpg
2024-01-30,31,Silver Bones,Saint Avery feat. Trey Nakamura,80.0,242348,Single,1,True,https://cdn.example.com/covers/102.jpg
2024-01-30,32,Hollow Names,  MILO & THE TIDES,85.0,205579,Single,1,True,https://cdn.example.com/covers/049.jpg
2024-01-30,33,Sugar Cities,Velvet Static,78.0,262484,Single,1,False,https://cdn.example.com/covers/117.jpg
2024-01-30,34,Bitter Signals,Jaxon Frey,86.0,168881,Single,1,False,https://cdn.example.com/covers/014.jpg
2024-01-30,35,Wildflower Vices,Dust & Ember feat. Deja Monroe,81.0,193125,Single,1,True,https://cdn.example.com/covers/148.jpg
2024-01-30,36,Static Bones,Milo & The Tides,79.0,128236,Album,19,False,https://cdn.example.com/covers/109.jpg
2024-01-30,37,Ashen Bones,Milo & The Tides feat. Omar Diallo,84.0,143025,Single,1,False,https://cdn.example.com/covers/000.jpg
2024-01-30,38,Velvet Weather,Dust & Ember,80.0,271354,Album,9,False,https://cdn.example.com/covers/139.jpg
2024-01-30,39,Sunlit Machines,Saint Avery feat. Deja Monroe,84.0,223896,Single,1,False,https://cdn.example.com/covers/127.jpg
2024-01-30,40,Bitter Daylight,Lorna Sky,81.0,223885,Album,16,True,https://cdn.example.com/covers/008.jpg
2024-01-30,41,Sunlit Highways,Kira Lindqvist,77.0,259501,Album,7,True,https://cdn.example.com/covers/125.jpg
2024-01-30,42,Restless Vices,Omar Diallo,76.0,207503,Single,1,False,https://cdn.example.com/covers/101.jpg
2024-01-30,43,Paper Highways,Ruben Castellanos feat. Priya Anand,73.0,160395,Single,1,False,https://cdn.example.com/covers/084.jpg
2024-01-30,44,Paper Rivers,Lorna Sky,75.0,245886,Album,12,False,https://cdn.example.com/covers/086.jpg
2024-01-30,45,Static Wires,The Paper Kites Co. feat. Ruben Castellanos,72.0,171130,Single,1,False,https://cdn.example.com/covers/115.jpg
2024-01-30,46,Restless Ghosts,Milo & The Tides,78.0,132699,Single,1,True,https://cdn.example.com/covers/097.jpg
2024-01-30,47,Velvet Bones,Ruben Castellanos,75.0,204364,Album,14,False,https://cdn.example.com/covers/131.jpg
2024-01-30,48,Velvet Vices,Velvet Static,68.0,259460,Single,1,True,https://cdn.example.com/covers/138.jpg
2024-01-30,49,Neon Rooms,Bea Whitlock,78.0,178843,Album,18,True,https://cdn.example.com/covers/078.jpg
2024-01-30,50,Lonely Lines,Omar Diallo,70.0,164735,Single,1,False,https://cdn.example.com/covers/061.jpg
2024-01-31,1,Hollow Promises,Velvet Static,100.0,137625,Single,1,True,https://cdn.example.com/covers/050.jpg
2024-01-31,2,Electric Weather,Dust & Ember feat. Milo & The Tides,100.0,135617,Album,11,False,https://cdn.example.com/covers/025.jpg
2024-01-31,3,Faded Promises,The Paper Kites Co.,100.0,216898,Album,11,False,https://cdn.example.com/covers/032.jpg
2024-01-31,4,Faded Crowns,Jaxon Frey,100.0,146551,Album,17,True,https://cdn.example.com/covers/029.jpg
2024-01-31,5,Ivory Letters,Saint Avery,100.0,230277,Single,1,False,https://cdn.example.com/covers/057.jpg
2024-01-31,6,Wildflower Names,The Lantern Club feat. Nova Reyes,99.0,178107,Album,11,True,https://cdn.example.com/covers/144.jpg
2024-01-31,7,Velvet Hours,Lorna Sky feat. Ruben Castellanos,100.0,221443,Album,11,True,https://cdn.example.com/covers/134.jpg
2024-01-31,8,Golden Engines,Saint Avery,100.0,237976,Album,18,True,https://cdn.example.com/covers/042.jpg
2024-01-31,9,Neon Summers,Dust & Ember feat. Saint Avery,100.0,172623,Single,1,True,https://cdn.example.com/covers/079.jpg
2024-01-31,10,Ashen Rooms,Saint Avery feat. The Paper Kites Co.,100.0,221034,Album,20,True,https://cdn.example.com/covers/006.jpg
2024-01-31,11,Hollow Vices,Bea Whitlock,98.0,173530,Album,17,False,https://cdn.example.com/covers/053.jpg
2024-01-31,12,Paper Cities,Velvet Static,93.0,195370,Album,16,False,https://cdn.example.com/covers/081.jpg
2024-01-31,13,Faded Rivers,Saint Avery,94.0,216418,Album,15,False,https://cdn.example.com/covers/033.jpg
2024-01-31,14,Midnight Summers,The Lantern Club feat. Bea Whitlock,99.0,206872,Album,16,False,https://cdn.example.com/covers/073.jpg
2024-01-31,15,Velvet Machines,Trey Nakamura,93.0,270666,Album,16,False,https://cdn.example.com/covers/135.jpg
2024-01-31,16,Wildflower Signals,Dust & Ember,96.0,277579,Single,1,True,https://cdn.example.com/covers/146.jpg
2024-01-31,17,Faded Vices,Deja Monroe,97.0,106449,Album,15,False,https://cdn.example.com/covers/037.jpg
2024-01-31,18,Hollow Ghosts,Dust & Ember,95.0,181921,Album,10,True,https://cdn.example.com/covers/048.jpg
2024-01-31,19,Bitter Machines,Dust & Ember,94.0,218931,Single,1,False,https://cdn.example.com/covers/011.jpg
2024-01-31,20,Sugar Crowns,Lorna Sky,92.0,133986,Album,7,False,https://cdn.example.com/covers/118.jpg
2024-01-31,21,Ivory Summers,Saint Avery,87.0,277100,Album,17,True,https://cdn.example.com/covers/058.jpg
2024-01-31,22,Electric Wires,Trey Nakamura feat. Deja Monroe,93.0,227637,Album,16,False,https://cdn.example.com/covers/026.jpg
2024-01-31,23,Quiet Promises,Deja Monroe,90.0,172131,Album,16,False,https://cdn.example.com/covers/091.jpg
2024-01-31,24,Lonely Bones,The Paper Kites Co.,91.0,237046,Single,1,False,https://cdn.example.com/covers/060.jpg
2024-01-31,25,Midnight Crowns,Jaxon Frey,83.0,210662,Album,13,True,https://cdn.example.com/covers/067.jpg
2024-01-31,26,Bitter Engines,Ruben Castellanos,82.0,183774,Album,18,False,https://cdn.example.com/covers/009.jpg
2024-01-31,27,Silver Letters,Kira Lindqvist,93.0,135608,Single,1,False,https://cdn.example.com/covers/105.jpg
2024-01-31,28,Silver Bones,Saint Avery feat. Trey Nakamura,89.0,242348,Single,1,True,https://cdn.example.com/covers/102.jpg
2024-01-31,29,Restless Signals,Milo & The Tides,84.0,220260,Album,10,False,https://cdn.example.com/covers/100.jpg
2024-01-31,30,Wildflower Vices,Dust & Ember feat. Deja Monroe,78.0,193125,Single,1,True,https://cdn.example.com/covers/148.jpg
2024-01-31,31,Velvet Weather,Dust & Ember,88.0,271354,Album,9,False,https://cdn.example.com/covers/139.jpg
2024-01-31,32,Ashen Engines,Nova Reyes feat. Omar Diallo,82.0,213798,Single,1,True,https://cdn.example.com/covers/001.jpg
2024-01-31,33,Sunlit Machines,Saint Avery feat. Deja Monroe,82.0,223896,Single,1,False,https://cdn.example.com/covers/127.jpg
2024-01-31,34,Neon Wires,Deja Monroe feat. Milo & The Tides,81.0,189317,Album,20,False,https://cdn.example.com/covers/080.jpg
2024-01-31,35,Bitter Signals,Jaxon Frey,83.0,168881,Single,1,False,https://cdn.example.com/covers/014.jpg
2024-01-31,36,Paper Rivers,Lorna Sky,75.0,245886,Album,12,False,https://cdn.example.com/covers/086.jpg
2024-01-31,37,Sunlit Highways,Kira Lindqvist,78.0,259501,Album,7,True,https://cdn.example.com/covers/125.jpg
2024-01-31,38,Ashen Bones,Milo & The Tides feat. Omar Diallo,79.0,143025,Single,1,False,https://cdn.example.com/covers/000.jpg
2024-01-31,39,Lonely Lines,Omar Diallo,80.0,164735,Single,1,False,https://cdn.example.com/covers/061.jpg
2024-01-31,40,Faded Summers,The Paper Kites Co.,75.0,238446,Single,1,False,https://cdn.example.com/covers/036.jpg
2024-01-31,41,Neon Rooms,Bea Whitlock,82.0,178843,Album,18,True,https://cdn.example.com/covers/078.jpg
2024-01-31,42,Restless Vices,Omar Diallo,79.0,207503,Single,1,False,https://cdn.example.com/covers/101.jpg
2024-01-31,43,Sunlit Weather,Ruben Castellanos,76.0,246137,Album,11,True,https://cdn.example.com/covers/129.jpg
2024-01-31,44,Static Wires,The Paper Kites Co. feat. Ruben Castellanos,73.0,171130,Single,1,False,https://cdn.example.com/covers/115.jpg
2024-01-31,45,Sugar Cities,Velvet Static,80.0,262484,Single,1,False,https://cdn.example.com/covers/117.jpg
2024-01-31,46,Velvet Daylight,Bea Whitlock,82.0,214069,Album,6,True,https://cdn.example.com/covers/132.jpg
2024-01-31,47,Hollow Names,Milo & The Tides,76.0,205579,Single,1,True,https://cdn.example.com/covers/049.jpg
2024-01-31,48,Restless Ghosts,Milo & The Tides,73.0,132699,Single,1,True,https://cdn.example.com/covers/097.jpg
2024-01-31,49,Bitter Daylight,Lorna Sky,74.0,223885,Album,16,True,https://cdn.example.com/covers/008.jpg
2024-01-31,50,Lonely Summers,Saint Avery,73.0,259426,Album,18,True,https://cdn.example.com/covers/065.jpg
2024-02-01,1,Electric Weather,Dust & Ember feat. Milo & The Tides,100.0,135617,Album,11,False,https://cdn.example.com/covers/025.jpg
2024-02-01,2,Faded Crowns,Jaxon Frey,100.0,146551,Album,17,True,https://cdn.example.com/covers/029.jpg
2024-02-01,3,Hollow Promises,Velvet Static,100.0,137625,Single,1,True,https://cdn.example.com/covers/050.jpg
2024-02-01,4,Faded Promises,The Paper Kites Co.,100.0,216898,Album,11,False,https://cdn.example.com/covers/032.jpg
2024-02-01,5,Wildflower Names,The Lantern Club feat. Nova Reyes,100.0,178107,Album,11,True,https://cdn.example.com/covers/144.jpg
2024-02-01,6,Ashen Rooms,Saint Avery feat. The Paper Kites Co.,98.0,221034,Album,20,True,https://cdn.example.com/covers/006.jpg
2024-02-01,7,Ivory Letters,Saint Avery,100.0,230277,Single,1,False,https://cdn.example.com/covers/057.jpg
2024-02-01,8,Velvet Hours,Lorna Sky feat. Ruben Castellanos,100.0,221443,Album,11,True,https://cdn.example.com/covers/134.jpg
2024-02-01,9,Golden Engines,Saint Avery,99.0,237976,Album,18,True,https://cdn.example.com/covers/042.jpg
2024-02-01,10,Faded Rivers,Saint Avery,100.0,216418,Album,15,False,https://cdn.example.com/covers/033.jpg
2024-02-01,11,Velvet Machines,Trey Nakamura,100.0,270666,Album,16,False,https://cdn.example.com/covers/135.jpg
2024-02-01,12,Wildflower Signals,Dust & Ember,94.0,277579,Single,1,True,https://cdn.example.com/covers/146.jpg
2024-02-01,13,Hollow Vices,Bea Whitlock,99.0,173530,Album,17,False,https://cdn.example.com/covers/053.jpg
2024-02-01,14,Neon Summers,Dust & Ember feat. Saint Avery,97.0,172623,Single,1,True,https://cdn.example.com/covers/079.jpg
2024-02-01,15,Midnight Summers,  THE LANTERN CLUB FEAT. BEA WHITLOCK,97.0,206872,Album,16,False,https://cdn.example.com/covers/073.jpg
2024-02-01,16,Paper Cities,Velvet Static,96.0,195370,Album,16,False,https://cdn.example.com/covers/081.jpg
2024-02-01,17,Bitter Machines,Dust & Ember,94.0,218931,Single,1,False,https://cdn.example.com/covers/011.jpg
2024-02-01,18,Ivory Summers,Saint Avery,94.0,277100,Album,17,True,https://cdn.example.com/covers/058.jpg
2024-02-01,19,Faded Vices,Deja Monroe,92.0,106449,Album,15,False,https://cdn.example.com/covers/037.jpg
2024-02-01,20,Lonely Bones,The Paper Kites Co.,94.0,237046,Single,1,False,https://cdn.example.com/covers/060.jpg
2024-02-01,21,Sugar Crowns,Lorna Sky,93.0,133986,Album,7,False,https://cdn.example.com/covers/118.jpg
2024-02-01,22,Electric Wires,Trey Nakamura feat. Deja Monroe,90.0,227637,Album,16,False,https://cdn.example.com/covers/026.jpg
2024-02-01,23,Quiet Promises,Deja Monroe,86.0,172131,Album,16,False,https://cdn.example.com/covers/091.jpg
2024-02-01,24,Restless Signals,Milo & The Tides,91.0,220260,Album,10,False,https://cdn.example.com/covers/100.jpg
2024-02-01,25,Hollow Ghosts,Dust & Ember,90.0,181921,Album,10,True,https://cdn.example.com/covers/048.jpg
2024-02-01,26,Silver Letters,Kira Lindqvist,89.0,135608,Single,1,False,https://cdn.example.com/covers/105.jpg
2024-02-01,27,Silver Bones,Saint Avery feat. Trey Nakamura,90.0,242348,Single,1,True,https://cdn.example.com/covers/102.jpg
2024-02-01,28,Ashen Bones,Milo & The Tides feat. Omar Diallo,81.0,143025,Single,1,False,https://cdn.example.com/covers/000.jpg
2024-02-01,29,Midnight Crowns,Jaxon Frey,85.0,210662,Album,13,True,https://cdn.example.com/covers/067.jpg
2024-02-01,30,Sunlit Highways,Kira Lindqvist,89.0,259501,Album,7,True,https://cdn.example.com/covers/125.jpg
2024-02-01,31,Restless Vices,Omar Diallo,81.0,207503,Single,1,False,https://cdn.example.com/covers/101.jpg
2024-02-01,32,Wildflower Vices,Dust & Ember feat. Deja Monroe,88.0,193125,Single,1,True,https://cdn.example.com/covers/148.jpg
2024-02-01,33,Bitter Daylight,Lorna Sky,83.0,223885,Album,16,True,https://cdn.example.com/covers/008.jpg
2024-02-01,34,Bitter Engines,Ruben Castellanos,84.0,183774,Album,18,False,https://cdn.example.com/covers/009.jpg
2024-02-01,35,Paper Rivers,Lorna Sky,79.0,245886,Album,12,False,https://cdn.example.com/covers/086.jpg
2024-02-01,36,Bitter Signals,Jaxon Frey,85.0,168881,Single,1,False,https://cdn.example.com/covers/014.jpg
2024-02-01,37,Velvet Weather,Dust & Ember,81.0,271354,Album,9,False,https://cdn.example.com/covers/139.jpg
2024-02-01,38,Sunlit Machines,Saint Avery feat. Deja Monroe,79.0,223896,Single,1,False,https://cdn.example.com/covers/127.jpg
2024-02-01,39,Neon Wires,Deja Monroe feat. Milo & The Tides,73.0,189317,Album,20,False,https://cdn.example.com/covers/080.jpg
2024-02-01,40,Paper Highways,Ruben Castellanos feat. Priya Anand,81.0,160395,Single,1,False,https://cdn.example.com/covers/084.jpg
2024-02-01,41,Ashen Engines,Nova Reyes feat. Omar Diallo,74.0,213798,Single,1,True,https://cdn.example.com/covers/001.jpg
2024-02-01,42,Neon Rooms,Bea Whitlock,77.0,178843,Album,18,True,https://cdn.example.com/covers/078.jpg
2024-02-01,43,Hollow Names,Milo & The Tides,80.0,205579,Single,1,True,https://cdn.example.com/covers/049.jpg
2024-02-01,44,Lonely Lines,Omar Diallo,73.0,164735,Single,1,False,https://cdn.example.com/covers/061.jpg
2024-02-01,45,Sugar Cities,Velvet Static,69.0,262484,Single,1,False,https://cdn.example.com/covers/117.jpg
2024-02-01,46,Restless Ghosts,Milo & The Tides,77.0,132699,Single,1,True,https://cdn.example.com/covers/097.jpg
2024-02-01,47,Faded Summers,The Paper Kites Co.,73.0,238446,Single,1,False,https://cdn.example.com/covers/036.jpg
2024-02-01,48,Ivory Hours,Deja Monroe,70.0,236456,Album,12,False,https://cdn.example.com/covers/056.jpg
2024-02-01,49,Velvet Daylight,Bea Whitlock,73.0,214069,Album,6,True,https://cdn.example.com/covers/132.jpg
2024-02-01,50,Lonely Machines,Lorna Sky,75.0,254785,Single,1,True,https://cdn.example.com/covers/062.jpg
2024-02-02,1,Hollow Promises,Velvet Static,100.0,137625,Single,1,True,https://cdn.example.com/covers/050.jpg
2024-02-02,2,Electric Weather,Dust & Ember feat. Milo & The Tides,100.0,135617,Album,11,False,https://cdn.example.com/covers/025.jpg
2024-02-02,3,Faded Crowns,Jaxon Frey,100.0,146551,Album,17,True,https://cdn.example.com/covers/029.jpg
2024-02-02,4,Golden Engines,Saint Avery,100.0,237976,Album,18,True,https://cdn.example.com/covers/042.jpg
2024-02-02,5,Faded Promises,The Paper Kites Co.,100.0,216898,Album,11,False,https://cdn.example.com/covers/032.jpg
2024-02-02,6,Ivory Letters,Saint Avery,100.0,230277,Single,1,False,https://cdn.example.com/covers/057.jpg
2024-02-02,7,Velvet Hours,Lorna Sky feat. Ruben Castellanos,100.0,221443,Album,11,True,https://cdn.example.com/covers/134.jpg
2024-02-02,8,Ashen Rooms,Saint Avery feat. The Paper Kites Co.,100.0,221034,Album,20,True,https://cdn.example.com/covers/006.jpg
2024-02-02,9,Wildflower Signals,Dust & Ember,97.0,277579,Single,1,True,https://cdn.example.com/covers/146.jpg
2024-02-02,10,Wildflower Names,The Lantern Club feat. Nova Reyes,100.0,178107,Album,11,True,https://cdn.example.com/covers/144.jpg
2024-02-02,11,Neon Summers,Dust & Ember feat. Saint Avery,92.0,172623,Single,1,True,https://cdn.example.com/covers/079.jpg
2024-02-02,12,Midnight Summers,The Lantern Club feat. Bea Whitlock,99.0,206872,Album,16,False,https://cdn.example.com/covers/073.jpg
2024-02-02,13,Ivory Summers,Saint Avery,100.0,277100,Album,17,True,https://cdn.example.com/covers/058.jpg
2024-02-02,14,Sugar Crowns,Lorna Sky,93.0,133986,Album,7,False,https://cdn.example.com/covers/118.jpg
2024-02-02,15,Hollow Vices,Bea Whitlock,100.0,173530,Album,17,False,https://cdn.example.com/covers/053.jpg
2024-02-02,16,Paper Cities,Velvet Static,94.0,195370,Album,16,False,https://cdn.example.com/covers/081.jpg
2024-02-02,17,Bitter Machines,Dust & Ember,97.0,218931,Single,1,False,https://cdn.example.com/covers/011.jpg
2024-02-02,18,Hollow Ghosts,Dust & Ember,92.0,181921,Album,10,True,https://cdn.example.com/covers/048.jpg
2024-02-02,19,Velvet Machines,Trey Nakamura,93.0,270666,Album,16,False,https://cdn.example.com/covers/135.jpg
